CAS Latency,ECC,Heat Spreader,Manufacturer,Name,Price/GB,Prices,Size,Speed,is_ddr4,ddr3_speed,ddr4_speed,ddr_speed
9,No,Yes,Corsair,Corsair Dominator Platinum 16GB (2 x 8GB) DDR3-1866 Memory,$8.12,[129.99],16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,G.Skill,G.Skill Ripjaws X Series 32GB (4 x 8GB) DDR3-2400 Memory,$6.37,"[203.99, 208.97]",32GB (4 x 8GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,Corsair,Corsair Vengeance Pro 16GB (2 x 8GB) DDR3-1600 Memory,$5.93,"[94.88, 94.99, 104.99, 109.99, 139.99, 146.03]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Avexir,Avexir Core Series 4GB (1 x 4GB) DDR3-1600 Memory,$8.49,[32.99],4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
8,No,Yes,Crucial,Crucial Ballistix Tactical 32GB (4 x 8GB) DDR3-1600 Memory,$5.94,[189.99],32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance LP 8GB (2 x 4GB) DDR3-1866 Memory,$8.12,[64.99],8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
10,No,Yes,Kingston,Kingston HyperX FURY 4GB (1 x 4GB) DDR3-1600 Memory,$8.74,"[33.99, 36.99, 33.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair XMS 16GB (2 x 8GB) DDR3-1333 Memory,$6.25,"[99.99, 93.99, 134.99]",16GB (2 x 8GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,Kingston,Kingston HyperX Fury Red 8GB (1 x 8GB) DDR3-1600 Memory,$6.62,"[53.0, 51.99, 64.99, 64.99, 67.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 64GB (8 x 8GB) DDR3-2400 Memory,$6.87,[439.99],64GB (8 x 8GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,G.Skill,G.Skill Ripjaws Series 12GB (3 x 4GB) DDR3-1600 Memory,$6.83,"[81.99, 83.97, 87.7, 89.9]",12GB (3 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,VisionTek,VisionTek 2GB (1 x 2GB) DDR3-1600 Memory,$14.95,"[29.89, 29.99, 29.99, 29.38]",2GB (1 x 2GB),DDR3-1600,False,1600.0,,1600
11,No,No,Crucial,Crucial 2GB (1 x 2GB) DDR3-1600 Memory,$8.99,"[17.99, 20.99, 19.99, 15.6]",2GB (1 x 2GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,PNY,PNY Anarchy 16GB (2 x 8GB) DDR3-1600 Memory,$5.08,[73.19],16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 16GB (4 x 4GB) DDR3-1600 Memory,$6.50,"[103.99, 108.97, 119.0, 123.56]",16GB (4 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,No,Crucial,Crucial 4GB (2 x 2GB) DDR3-1600 Memory,$7.00,"[28.0, 33.98]",4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
12,No,Yes,Corsair,Corsair Dominator Platinum 32GB (4 x 8GB) DDR3-2666 Memory,$12.34,"[394.99, 405.38]",32GB (4 x 8GB),DDR3-2666,False,2666.0,,2666
11,Yes,No,Crucial,Crucial 8GB (1 x 8GB) DDR3-1600 Memory,$8.00,"[63.99, 69.99, 64.92, 76.13]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ares Series 8GB (2 x 4GB) DDR3-1600 Memory,$6.36,"[50.89, 53.99, 61.95]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Dominator Platinum 32GB (4 x 8GB) DDR3-1600 Memory,$7.03,"[224.99, 232.73, 279.99]",32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,G.Skill,G.Skill Sniper Series 16GB (4 x 4GB) DDR3-2400 Memory,$6.87,"[109.99, 114.97, 122.08, 130.46]",16GB (4 x 4GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,Corsair,Corsair Dominator Platinum 16GB (4 x 4GB) DDR3-2400 Memory,$24.06,[384.99],16GB (4 x 4GB),DDR3-2400,False,2400.0,,2400
11,No,No,Patriot,Patriot Signature 2GB (1 x 2GB) DDR3-1600 Memory,$7.50,"[14.99, 12.99]",2GB (1 x 2GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Kingston,Kingston Beast 32GB (4 x 8GB) DDR3-2133 Memory,$10.95,[335.99],32GB (4 x 8GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,PNY,PNY XLR8 8GB (2 x 4GB) DDR3-1600 Memory,$11.25,[89.98],8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Crucial,Crucial Ballistix Sport 16GB (4 x 4GB) DDR3-1600 Memory,$8.75,"[139.99, 149.99]",16GB (4 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ares Series 4GB (1 x 4GB) DDR3-1600 Memory,$6.72,"[26.87, 25.99, 30.97]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,No,Corsair,Corsair ValueSelect 2GB (1 x 2GB) DDR3-1333 Memory,$7.99,"[14.99, 14.99]",2GB (1 x 2GB),DDR3-1333,False,1333.0,,1333
9,No,No,Corsair,Corsair 8GB (1 x 8GB) DDR3-1600 Memory,$6.37,"[49.99, 49.99, 64.38, 64.99, 65.49]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance 8GB (2 x 4GB) DDR3-1600 Memory,$7.62,"[59.99, 65.99, 59.99, 74.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Sniper Series 16GB (2 x 8GB) DDR3-2133 Memory,$6.25,"[99.99, 104.97]",16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
11,No,No,Crucial,Crucial 4GB (1 x 4GB) DDR3-1600 Memory,$10.47,[41.89],4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
8,No,Yes,Crucial,Crucial Ballistix Tactical 16GB (2 x 8GB) DDR3-1600 Memory,$6.56,"[104.98, 108.36]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance 8GB (1 x 8GB) DDR3-1600 Memory,$6.37,"[50.0, 51.0, 69.99, 79.22]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Kingston,Kingston HyperX Fury White 8GB (2 x 4GB) DDR3-1600 Memory,$8.00,"[63.99, 63.99, 72.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Ares Series 16GB (2 x 8GB) DDR3-2133 Memory,$6.12,"[97.88, 99.99]",16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
7,No,Yes,G.Skill,G.Skill Trident X 16GB (2 x 8GB) DDR3-1600 Memory,$6.81,[108.99],16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Team,Team Elite 8GB (2 x 4GB) DDR3-1333 Memory,$6.24,"[49.88, 49.99, 58.98]",8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 8GB (2 x 4GB) DDR3-1600 Memory,$6.50,"[51.99, 56.97]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 16GB (2 x 8GB) DDR3-2133 Memory,$5.94,"[94.99, 102.88]",16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,Corsair,Corsair XMS3 8GB (2 x 4GB) DDR3-1600 Memory,$7.62,"[59.99, 67.5, 74.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Patriot,Patriot Viper 3 16GB (2 x 8GB) DDR3-1600 Memory,$5.69,"[89.99, 89.99, 99.0]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance 8GB (2 x 4GB) DDR3-2133 Memory,$7.62,"[59.99, 59.99, 73.95, 79.99]",8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,ADATA,ADATA XPG V1.0 8GB (2 x 4GB) DDR3-1600 Memory,$6.61,"[52.88, 53.99, 62.41]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Kingston,Kingston HyperX FURY 16GB (2 x 8GB) DDR3-1600 Memory,$6.62,"[105.99, 121.99, 121.99, 136.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Mushkin,Mushkin Blackline 16GB (2 x 8GB) DDR3-2133 Memory,$5.81,[92.97],16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
8,No,Yes,Crucial,Crucial Ballistix Tactical 8GB (1 x 8GB) DDR3-1600 Memory,$6.75,"[53.98, 54.61]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 8GB (2 x 4GB) DDR3-1333 Memory,$7.00,"[55.99, 60.48]",8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,No,G.Skill,G.Skill Value 8GB (2 x 4GB) DDR3-1600 Memory,$6.25,"[48.99, 54.37]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Kingston,Kingston HyperX Fury Black 4GB (1 x 4GB) DDR3-1600 Memory,$8.00,"[31.99, 26.54, 36.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair XMS3 4GB (1 x 4GB) DDR3-1600 Memory,$8.49,"[32.99, 29.99, 39.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,Yes,No,Kingston,Kingston 16GB (2 x 8GB) DDR3-1333 Memory,$7.75,"[123.99, 126.83]",16GB (2 x 8GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair Vengeance Pro 32GB (4 x 8GB) DDR3-1866 Memory,$6.09,[194.99],32GB (4 x 8GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair Vengeance 4GB (1 x 4GB) DDR3-1600 Memory,$7.75,"[29.99, 28.99, 39.99, 39.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 8GB (2 x 4GB) DDR3-2400 Memory,$7.11,"[56.89, 56.99, 61.97]",8GB (2 x 4GB),DDR3-2400,False,2400.0,,2400
10,No,Yes,Kingston,Kingston HyperX Fury White 16GB (2 x 8GB) DDR3-1600 Memory,$5.90,"[94.41, 94.41, 136.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Crucial,Crucial Ballistix Elite 4GB (1 x 4GB) DDR3-2133 Memory,$9.75,"[38.99, 38.99]",4GB (1 x 4GB),DDR3-2133,False,2133.0,,2133
8,No,Yes,G.Skill,G.Skill Trident X 16GB (2 x 8GB) DDR3-1866 Memory,$7.00,"[111.99, 116.97, 124.3]",16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,No,G.Skill,G.Skill NS Series 8GB (2 x 4GB) DDR3-1600 Memory,$6.25,"[48.99, 53.97, 54.37]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Kingston,Kingston HyperX Fury White 4GB (1 x 4GB) DDR3-1866 Memory,$8.50,"[33.99, 32.59]",4GB (1 x 4GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,Patriot,Patriot Signature 8GB (1 x 8GB) DDR3-1600 Memory,$6.25,"[49.99, 54.0]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 8GB (1 x 8GB) DDR3-1600 Memory,$6.62,[52.99],8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,No,Crucial,Crucial 4GB (1 x 4GB) DDR3-1333 Memory,$7.24,"[24.49, 54.48]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,Yes,G.Skill,G.Skill Ares Series 8GB (2 x 4GB) DDR3-2400 Memory,$6.74,"[53.88, 54.99, 61.03]",8GB (2 x 4GB),DDR3-2400,False,2400.0,,2400
11,No,Yes,Avexir,Avexir Core Series 4GB (1 x 4GB) DDR3-1600 Memory,$6.74,"[26.97, 29.99, 29.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Corsair,Corsair Vengeance LP 8GB (2 x 4GB) DDR3-1600 Memory,$7.62,"[59.99, 56.0, 65.32, 74.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
8,No,Yes,G.Skill,G.Skill Ripjaws X Series 8GB (2 x 4GB) DDR3-1600 Memory,$7.25,"[57.97, 58.99, 66.17]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,No,Corsair,Corsair 4GB (1 x 4GB) DDR3-1333 Memory,$7.39,"[29.56, 29.99, 31.88, 34.99]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair Vengeance 4GB (1 x 4GB) DDR3-1600 Memory,$7.50,"[29.98, 29.99, 39.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Ares Series 32GB (4 x 8GB) DDR3-2133 Memory,$6.12,"[195.99, 200.97]",32GB (4 x 8GB),DDR3-2133,False,2133.0,,2133
10,No,Yes,Kingston,Kingston 8GB (1 x 8GB) DDR3-1600 Memory,$10.70,[77.56],8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Sniper Series 8GB (2 x 4GB) DDR3-2133 Memory,$6.87,"[54.99, 59.97, 61.03]",8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
11,No,Yes,G.Skill,G.Skill Ripjaws Z Series 16GB (2 x 8GB) DDR3-2133 Memory,$6.25,"[99.99, 104.97]",16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
8,No,Yes,Crucial,Crucial Ballistix Tactical 8GB (2 x 4GB) DDR3-1600 Memory,$8.87,"[69.99, 69.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance 16GB (4 x 4GB) DDR3-1600 Memory,$7.50,"[119.99, 112.99, 149.99]",16GB (4 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,No,Corsair,Corsair Vengeance Performance 8GB (2 x 4GB) DDR3-2133 Memory,$6.75,"[53.98, 58.31, 69.99]",8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,G.Skill,G.Skill Ripjaws Z Series 32GB (4 x 8GB) DDR3-2133 Memory,$6.28,"[200.88, 205.97, 214.99]",32GB (4 x 8GB),DDR3-2133,False,2133.0,,2133
11,No,Yes,Kingston,Kingston Savage 8GB (2 x 4GB) DDR3-2400 Memory,$10.12,"[80.99, 80.99, 87.99]",8GB (2 x 4GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,Corsair,Corsair Dominator Platinum 16GB (2 x 8GB) DDR3-1866 Memory,$7.81,"[124.97, 136.38, 139.99]",16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair XMS3 4GB (1 x 4GB) DDR3-1333 Memory,$7.75,"[29.99, 35.98, 39.99]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Kingston,Kingston HyperX Fury Blue 16GB (2 x 8GB) DDR3-1333 Memory,$7.18,[106.7],16GB (2 x 8GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 64GB (8 x 8GB) DDR3-1600 Memory,$5.78,[369.99],64GB (8 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Kingston,Kingston HyperX Fury Blue 8GB (1 x 8GB) DDR3-1333 Memory,$8.51,"[59.99, 67.99]",8GB (1 x 8GB),DDR3-1333,False,1333.0,,1333
9,No,No,G.Skill,G.Skill 16GB (2 x 8GB) DDR3-1333 Memory,$5.81,[92.99],16GB (2 x 8GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,G.Skill,G.Skill Trident 8GB (2 x 4GB) DDR3-2400 Memory,$7.37,"[58.99, 63.97, 65.47]",8GB (2 x 4GB),DDR3-2400,False,2400.0,,2400
9,No,Yes,Corsair,Corsair Vengeance 4GB (2 x 2GB) DDR3-1600 Memory,$8.25,"[32.0, 32.0, 44.99]",4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
9,No,No,Kingston,Kingston 32GB (4 x 8GB) DDR3-1333 Memory,$6.59,"[202.85, 221.69]",32GB (4 x 8GB),DDR3-1333,False,1333.0,,1333
9,No,No,Kingston,Kingston Impact Black Series 8GB (1 x 8GB) DDR3-1600 Memory,$7.02,"[48.11, 66.99, 67.95, 70.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,Yes,No,Kingston,Kingston 32GB (2 x 16GB) Registered DDR3-1333 Memory,$7.19,"[230.0, 261.98]",32GB (2 x 16GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Crucial,Crucial Ballistix Tactical Tracer 8GB (2 x 4GB) DDR3-1866 Memory,$9.62,"[76.99, 69.05, 99.95]",8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Kingston,Kingston Predator Series 8GB (2 x 4GB) DDR3-1866 Memory,$14.30,[106.13],8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,AMD,AMD R5 Entertainment 16GB (2 x 8GB) DDR3-1600 Memory,$5.58,[81.17],16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-2133 Memory,$7.87,"[61.99, 61.99, 74.99]",8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
11,No,No,Kingston,Kingston 8GB (1 x 8GB) DDR3-1600 Memory,$6.88,"[55.01, 60.99, 68.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Corsair,Corsair Vengeance 16GB (2 x 8GB) DDR3-2133 Memory,$8.44,[134.99],16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
11,No,Yes,Corsair,Corsair XMS3 4GB (1 x 4GB) DDR3-1600 Memory,$10.00,"[39.99, 34.7]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Kingston,Kingston HyperX Fury White 4GB (1 x 4GB) DDR3-1333 Memory,$8.99,"[34.99, 28.8, 36.99]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,No,Samsung,Samsung 4GB (1 x 4GB) DDR3-1600 Memory,$7.75,"[30.99, 25.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
11,Yes,No,Kingston,Kingston 24GB (3 x 8GB) Registered DDR3-1600 Memory,$9.34,"[216.0, 215.99]",24GB (3 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws Z Series 32GB (8 x 4GB) DDR3-1600 Memory,$6.37,"[203.88, 203.99, 208.97]",32GB (8 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,No,Patriot,Patriot 4GB (1 x 4GB) DDR3-1600 Memory,$6.00,"[23.99, 26.99, 24.0]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
7,No,No,G.Skill,G.Skill Ripjaws X Series 16GB (4 x 4GB) DDR3-1333 Memory,$6.50,[103.99],16GB (4 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-1600 Memory,$6.25,"[49.98, 59.99, 58.0, 74.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,No,G.Skill,G.Skill 4GB (1 x 4GB) DDR3-1333 Memory,$8.25,"[32.99, 41.99]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair Vengeance 4GB (2 x 2GB) DDR3-1600 Memory,$8.99,"[34.99, 32.99, 44.99, 45.66]",4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Corsair,Corsair Vengeance LP 16GB (2 x 8GB) DDR3-1600 Memory,$5.62,[89.99],16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Crucial,Crucial Ballistix 8GB (1 x 8GB) DDR3-1866 Memory,$7.17,[49.18],8GB (1 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-2133 Memory,$6.87,"[54.99, 49.05]",8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,Corsair,Corsair Vengeance 8GB (4 x 2GB) DDR3-1600 Memory,$7.50,"[59.99, 89.99]",8GB (4 x 2GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws Series 4GB (2 x 2GB) DDR3-1600 Memory,$7.72,"[30.87, 30.99, 34.97]",4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Mushkin,Mushkin Stealth 16GB (2 x 8GB) DDR3-1600 Memory,$5.30,"[84.88, 89.97, 94.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Sniper Series 32GB (4 x 8GB) DDR3-2133 Memory,$6.28,"[200.88, 200.99, 205.97]",32GB (4 x 8GB),DDR3-2133,False,2133.0,,2133
11,Yes,No,Kingston,Kingston 32GB (4 x 8GB) DDR3-1600 Memory,$7.22,[222.82],32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Crucial,Crucial Ballistix Tactical 16GB (2 x 8GB) DDR3-2133 Memory,$7.25,"[112.99, 112.99, 200.24]",16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
9,No,No,HP,HP 16GB (1 x 16GB) Registered DDR3-1333 Memory,$6.87,"[109.99, 249.99, 269.18]",16GB (1 x 16GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 32GB (4 x 8GB) DDR3-2133 Memory,$6.12,"[195.99, 200.97]",32GB (4 x 8GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,Corsair,Corsair Vengeance 16GB (4 x 4GB) DDR3-2133 Memory,$8.12,"[129.99, 124.1]",16GB (4 x 4GB),DDR3-2133,False,2133.0,,2133
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 64GB (8 x 8GB) DDR3-2133 Memory,$6.23,"[398.99, 404.38]",64GB (8 x 8GB),DDR3-2133,False,2133.0,,2133
11,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1600 Memory,$7.24,"[57.88, 60.24, 65.99, 58.36, 68.99, 69.95, 73.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-2800 Memory,$14.37,"[114.99, 114.99, 124.99]",8GB (2 x 4GB),DDR3-2800,False,2800.0,,2800
9,No,Yes,Corsair,Corsair XMS3 4GB (2 x 2GB) DDR3-1600 Memory,$10.74,"[41.99, 34.99, 44.99]",4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Crucial,Crucial Ballistix Sport 4GB (2 x 2GB) DDR3-1600 Memory,$7.75,"[29.99, 36.98, 46.98]",4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Kingston,Kingston HyperX Fury White 8GB (1 x 8GB) DDR3-1600 Memory,$7.76,"[62.09, 61.31, 69.89, 68.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
